name,logrank_p_value,FDR,Bonferroni
TRIM65,0.00012077617602557955,0.0051770544642316,0.38310203035313833
PPIAL4C,0.001170933273545297,0.012217764288439743,1.0
SERPINA3,0.036377995659211945,0.044100859855849425,1.0
PPIAL4E,0.002626146973824613,0.015551011994778584,1.0
TEX29,0.013392224493391012,0.029195969823392637,1.0
SERPINA4,0.015227514542903126,0.030648271656147662,1.0
PPIAL4F,0.000590260816438696,0.009448263228810606,1.0
SERPINA5,0.023041499633123467,0.036174290551010575,1.0
PPIAL4G,0.0009233764062377134,0.011366780082475603,1.0
PPIAP30,0.007413034009149333,0.022918268885986047,1.0
PPIB,0.04386439358827031,0.04708214810894139,1.0
SERPINB1,0.007486570669745891,0.02298894254517265,1.0
PPID,0.020856047854606784,0.03485531285290449,1.0
RFT1,0.008890560749933664,0.02464258250073133,1.0
SERPINB6,0.023830064162390332,0.036500171286033084,1.0
TRIM8,0.0290262314079038,0.03974642055840636,1.0
PPIG,0.0034645785590654136,0.017346241775835186,1.0
RFWD2,0.008602570956687917,0.024363709888048278,1.0
PPIH,0.003377101613772832,0.01721864386690341,1.0
SERPINC1,0.021231033390697276,0.035151864934957346,1.0
PPIL1,0.003929656008003023,0.018303772184119806,1.0
TFAP4,0.0008404451377387518,0.010971061524825652,1.0
PPIL2,0.018621671765082937,0.032998850747957026,1.0
PPIL4,0.04407209206399346,0.047164870454449136,1.0
TFCP2,0.002158490766868728,0.015014764720411416,1.0
SERPINE3,0.00963754768547673,0.025693735746920073,1.0
SRP68,0.012886502014327677,0.028725217420553333,1.0
RFX4,0.045340901592268355,0.04785268645456815,1.0
SERPING1,0.036380632792939196,0.044100859855849425,1.0
PPL,0.010730620932903273,0.026662262706057222,1.0
TRIT1,0.0056692690077059515,0.020809170744209824,1.0
TRMT1,0.0041432689697022095,0.01869480678790243,1.0
SERPINI1,0.02747172829362783,0.03871182680914593,1.0
PPM1E,0.041224143477963014,0.04625503470537626,1.0
TRMT10C,0.009129813725627578,0.025030051112956503,1.0
PPM1F,0.008718656092011307,0.02456090330715796,1.0
PPM1G,0.016959393417098748,0.03185032322027071,1.0
